"ID"	9
"STRINGS.#0.Advisor/Aliens_TooManyPaparazzi"	현재 병원에는 평범한 손님으로 위장한 파파라치가 많이 있습니다. 당신은 그들을 찾아서 즉시 집으로 보내야합니다!
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Advisor_Intro"	쇼의 제작자는 아이디어를 가지고있었습니다.
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Advisor_Outro_Failure_V1"	우리는 생산자의 요청을 이행하지 못했습니다.
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Advisor_Outro_Success_V1"	우리는 그들의 요청을 이행하기 위해 생산자들로부터 <style = ""AdvisorHighlight ""> {[REWARDS]} </ style>를 받았습니다.
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Intro"	쇼의 제작자는 아이디어를 가지고 있습니다. 그렇게되면 추가 자금을 받게됩니다.
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Intro_Title"	프로듀서 아이디어
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Name"	프로듀서 아이디어
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Outro_Failure_V1"	생산자 요청 실패
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Outro_Success_V1"	완성 된 생산자 요청
"STRINGS.#0.Challenges/DLC_5/Objective_R10_TelevisionHospital_Target_Outro_Title"	프로듀서 아이디어
"STRINGS.#0.Challenges/DLC_5/Objective_Television_Tutorial_Description"	당신의 의학 걸작을 시작하십시오. 모든 이야기는 어딘가에서 시작됩니다.
"STRINGS.#0.Challenges/DLC_5/Objective_Television_Tutorial_Name"	파일럿 에피소드
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Arrival_Advisor"	더러워진 자아 환자들이 지금 도착합니다…
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Intro_Message"	페스티벌에서 휴대용 화장실이 쓰러져 대기중인 사람들에게 진흙을 뿌린 후 더러워진 자아가 발생했습니다. 음, 진흙 같았어요. \n이 그룹을 치료하면 보상을받을 수 있습니다. 여기로 보내야합니까?
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Intro_Message_V2"	페스티벌에서 한 무리의 참석자들이 다리의 피로를 느끼고 바닥에 앉으 려다 진흙 속으로 거의 사라진 후 페스티벌에서 Soiled Self가 발생했습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. ?
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Intro_Message_V3"	일부 조커가 ""진흙 싸움 ""을 시작하는 것이 재미있을 것이라고 생각한 후이 지역에서 더러워진 자아가 발생했습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. 여기로 보내야합니까?
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Intro_Title"	오염 된 자체 비상
"STRINGS.#0.Challenges/DLC_5/Patients_Mud_Name"	더러워진자가 환자
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Arrival_Advisor"	스턴트 트러블 환자들이 지금 도착합니다…
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Intro_Message"	스턴트 트러블이 발생했습니다. 자신의 스턴트를하는 배우들에 대한 실행으로 인해 복식이 병에 걸리고 일이 없어졌습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. 여기로 보내야합니까?
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Intro_Message_V2"	Jimbo 's Scooters, Capes & Jumpsuits의 깜짝 세일이 지역 사회의 건강에 부정적인 영향을 미쳐 지역에서 Stunt Trouble이 발생했습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. 여기로 보냈나요?
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Intro_Message_V3"	Roderick Cushion의 피를 흘리는 고전 ""Brisk and Livid ""를 최근 상영 한 후이 지역에서 Stunt Trouble이 발생했습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. 여기로 보내야합니까?
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Intro_Title"	스턴트 문제 긴급
"STRINGS.#0.Challenges/DLC_5/Patients_Stuntman_Name"	스턴트 문제 환자
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Arrival_Advisor"	개인 부품 환자가 지금 도착합니다…
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Intro_Message"	불량 메이크업 아티스트가 산업용 강도 의상 퍼티를 사용하고 애니메이션 장난감으로 엑스트라 그룹을 만든 후 해당 지역에서 Private Parts가 발생했습니다. \n이 그룹을 치료하면 보상을받을 수 있습니다. ?
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Intro_Message_V2"	벙글 사진에서 가족 영화의 클러스터가 개봉 된 후 Private Parts가 발생하여 지역 주민들의 내면의 아이들이 병에 걸렸을 정도까지 데려 왔습니다. \n이 그룹을 치료하면 보상을받을 것입니다. , 여기로 보내야합니까?
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Intro_Message_V3"	지역 장난감 공장에서 결함이있는 재고를 태우고 그로 인해 발생하는 연기로 인해 비가 특히 산성화되고 괴로워 진 후 해당 지역에서 Private Parts가 발생했습니다. \n이 그룹을 처리하면 보상을받을 수 있습니다. 여기?
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Intro_Title"	민간 부품 비상
"STRINGS.#0.Challenges/DLC_5/Patients_ToySoldier_Name"	개인 부품 환자
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_Actor_R10_V1_Intro_Message"	영화 배우이자 TV에서 가장 좋아하는 의사 인 Roderick Cushion이 ""Back Wards ""에피소드를 촬영하고 있습니다. 그의 요원은 그가 들판을 뛰어 다니며 다리를 펴도록 할 것인지 물었습니다.\n그가 병원에 ​​감명을 받았다면 우리 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_Actor_R10_V2_Intro_Message"	영화 배우이자 가끔 칼로리 카운터 인 Roderick Cushion이 VIP 섹션을 찾으려고하는 지역에 있습니다. 그의 요원은 그를 병원 주변에 보여줌으로써주의를 분산시킬 것인지 물었습니다.\n그가 병원에 ​​감명을 받았다면 우리의 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_Actor_R10_V3_Intro_Message"	영화 배우이자 초보 조류 관찰자 인 Roderick Cushion은 머드 버리 호크 보호 구역에 청동 채 핀치를 기부 한 후이 지역에 있습니다. 그의 에이전트는 그의 막대한 부를 계속해서 증가하고 있음에도 불구하고 무료로 페스티벌에 참가할 수 있는지 물었습니다.\n그가 병원에 ​​감명을 받았다면 우리의 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_PartyGuest_R10_Intro_Message"	자라는 유명한 친구 중 한 명을 병원에 초대했습니다. 누군지는 모르겠지만 그들이 가고 있습니다.\n병원에 감명을 받으면 우리 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_PopStar_R10_V1_Intro_Message"	Popstar Jasmine Odyssey는 아트 디스트릭트의 많은 부분을 매입하는 지역에 있습니다. 그녀의 요원은 그녀가 Plywood에있는 동안 그녀가 Plywood를 둘러 보게 해줄 수 있는지 물었습니다.\n그녀가 병원에 ​​감명을 받았다면 우리 평판에 좋을 수도 있고 기부도 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_PopStar_R10_V2_Intro_Message"	Popstar Jasmine Odyssey가 그녀의 최신 싱글 ""Lights, Cameras, Fractions ""의 뮤직 비디오를 녹화하는 지역에 있으며, 그녀의 에이전트는 그녀에게 들러 휴식을 취하고 화장실을 사용할 수 있는지 물었습니다.\n그녀가 병원에 ​​깊은 인상을받은 경우 우리 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Celebrity_PopStar_R10_V3_Intro_Message"	Popstar Jasmine Odyssey는 이름없는 위치에있는 이름없는 친구를 방문하는 지역에 있습니다. 그녀의 에이전트는 그녀가 방문하러 올 수 있는지 물었고 우리가 연락을받지 않는 한 그녀와 이야기하지 말라고 상기 시켰습니다.\n그녀가 병원에 ​​감명을 받으면 우리의 평판에 좋을 수도 있고 기부를 할 수도 있습니다. 어떻게 생각해?
"STRINGS.#0.Challenges/DLC_5/VIP_Inspector_R10_V1_Intro_Message"	카운티 최고의 보건 및 안전 검사관 인 Henry Jobsworth는 곧 검사를 위해 우리를 방문 할 것이라고 알려 왔습니다. 잡스 워스 씨는 한 번 텔레비전을 봤는데 소란이 무엇인지 몰랐지만 다시 시도 할 의향이 있다고 덧붙였습니다.\n그는 곧 도착할 것입니다. 좋은 보고서가 우리의 명성에 도움이 될 것입니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Inspector_R10_V2_Intro_Message"	카운티 최고의 보건 및 안전 검사관 인 Henry Jobsworth는 곧 검사를 위해 우리를 방문 할 것이라고 알려 왔습니다. 잡스 워스 씨는 그가 트롬본을 연주하고 있고, 물론 우리가 검사를 통과한다면 축제에서 연주 할 수 있다고 지적합니다.\n그는 곧 도착할 것입니다. 좋은 보고서는 우리의 명성에 도움이 될 것입니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Inspector_R10_V3_Intro_Message"	카운티 최고의 보건 및 안전 검사관 인 Henry Jobsworth는 곧 검사를 위해 우리를 방문 할 것이라고 알려 왔습니다. 잡스 워스 씨는 만성적 인 멀미와 부력에 대한 일반적인 불신으로 인해 저택에서 요트를 검사 할 수 없을 것이라고 덧붙였습니다.\n그는 곧 도착할 것입니다. 좋은 보고서가 우리의 명성에 도움이 될 것입니다.
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Arrival_Advisor"	VIP 게스트가 아카데미에 도착합니다.
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Intro_Title"	자라의 손님
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Reward_Message_1"	Zara는 그녀의 손님이 최근 방문에서 끔찍한 시간을 보냈다고 말합니다. 분명히 병원에있는 것 같았습니다. 가혹하지만 공정합니다.
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Reward_Message_2"	Zara는 그녀의 손님이 병원에서 조금 실망했다고 말합니다. 연어 퍼프를 서빙해야할까요?
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Reward_Message_3"	Zara는 그녀의 손님이 병원에 오는 것을 거의 기억하지 못하는 것처럼 말하지 않았다고 말합니다.
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Reward_Message_4"	Zara는 그녀의 손님이 병원 방문을 정말 즐겼다 고 말합니다. Zara는 그녀가 꽤 많은 크레딧을 받았다는 사실을 보상하기 위해 우리에게 보상을 보냈습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_PartyGuest_Reward_Message_5"	Zara는 손님이 방문하는 동안 멋진 시간을 보냈다고 말합니다. 사실, 그들은 다시 오라고 요청했지만 Zara는 우리가 ""만실 "이라고 말했다. 그녀는 그렇게하는 것을 정말 좋아하는 것 같아서 우리에게 보상을 보냈습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Arrival_Advisor"	아티스트 Zara Fitzpocket이 병원에 도착합니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_R10_V1_Intro_Message"	Zara Fitzpocket은 Roderick에게 무대 뒤를 방문 할 것이라고 약속했습니다. 그녀는 지금 병원으로가는 중입니다.\n그녀가 병원에서 영감을 받았다면 우리의 명성에 도움이되며 기부를 할 수도 있습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_R10_V2_Intro_Message"	Zara Fitzpocket은 축제에 들러서 빠른 사진을 찍고 상황이 어떻게 돌아가는지 확인할 것입니다.\n병원에서 영감을 받으면 우리의 명성에 도움이되며 기부도 할 수 있습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_R10_V3_Intro_Message"	Zara Fitzpocket이 새 양말을 사러 집으로 돌아 왔습니다. 그녀는 집에있는 동안 병원에 모습을 보일 것이라고 말합니다.\n병원에서 영감을 받으면 우리의 명성에 도움이되며 기부도 할 수 있습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Reward_Message_1"	Zara Fitzpocket은 최근 병원을 방문한 후 ""생각과 감정 ""을 보냈습니다. 그녀는 다음과 같이 씁니다. ""여보, 당신 병원에서 무슨 일이 일어나고 있는지 잘 모르겠지만 지금은 우리의 이니셔티브에 부응하지 않는 것 같습니다. 제가 스스로에게 묻습니다. 제가 병원이되기를 바라는 것이 무엇입니까? 그게 내가 원하는 예술인가? 현재 대답은 '아니오'입니다. 계속해서 기억하세요. 실패는 미래에 덜 끔찍해질 기회 일뿐입니다! ""
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Reward_Message_2"	Zara Fitzpocket은 최근 병원을 방문한 후 ""생각과 감정 ""을 보냈습니다. 그녀는 ""당신의 병원은 나에게 첫 번째 팬케이크를 상기시킨다. 약간 타고, 약간 고르지 않고, 약간 끔찍합니다. 약속을 이행하려면 비판을 받아 들여야합니다. 내일은 새로운 날이기 때문에 나쁜 팬케이크를 먹어야합니다. 타자로 돌아가서 다시 뒤집을 준비를하십시오. 오늘은 씁쓸하지만 미래는 맛있어 보인다. "
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Reward_Message_3"	Zara Fitzpocket은 최근 병원을 방문한 후 ""생각과 감정 ""을 보냈습니다. 그녀는 다음과 같이 씁니다. ""내가 실망했다고 말할 수도없고, 그렇게 흥분된다고 말할 수도 없습니다. 나는 당신이 얻는 것을 볼 수 있지만 그것은 단지 약간의 파생물입니다. 그것은 ... 병원입니다. 대담 해! 당신은 우리에게 더 많은 것을 제공 할 수 있습니다. ""
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Reward_Message_4"	Zara Fitzpocket은 최근 병원을 방문한 후 ""생각과 감정 ""을 보냈습니다. 그녀는 ""정확히 내가 찾고자했던 것입니다. 내 방문의 맛은 오래되고 사랑스러운 친구처럼 달콤하게 남아 있습니다. 잘 했어! 당신이 다음에 우리를 어떻게 대하는지보고 싶어요. ""
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Reward_Message_5"	Zara Fitzpocket은 최근 병원을 방문한 후 ""생각과 감정 ""을 보냈습니다. 그녀는 ""당신의 최근 병원은 승리입니다. 절묘하게 예상치 못한, 매우 미묘합니다. 모든 위대한 예술과 마찬가지로, 당신의 병원은 분명히 카운티와 제 삶을 영원히 바꿔 놓았습니다. 어떤 경험. 무슨 병원. 감사합니다.""
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_Title"	아트 리뷰
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_V1_Intro_Message"	Zara Fitzpocket은 페인트가 마르는 것을 보는 것에 지 쳤기 때문에 방문하러 병원으로가는 중입니다.\n병원에서 영감을받은 경우 우리의 명성에 도움이되며 기부도 할 수 있습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_V2_Intro_Message"	자라 피츠 포켓이 연어 시식을하러가는 중이지만 방문을 원합니다.\n병원에서 영감을 받았다면 우리의 명성에 도움이되며 기부도 할 수 있습니다.
"STRINGS.#0.Challenges/DLC_5/VIP_Zara_V3_Intro_Message"	Zara Fitzpocket은 중반의 그림을 그리며 풍경을 바꾸기 위해 병원을 방문하고 싶어합니다.\n병원에서 영감을받은 경우 우리의 명성에 도움이되며 기부를 할 수도 있습니다.
"STRINGS.#0.Challenges/PaparazziaRevealedInspectorStamp"	프레스
"STRINGS.#0.Challenges/Patients_Pharmacy_V2_Intro_Message"	Bungle의 ""Smart-Plasters ""에 대한 소프트웨어 업데이트로 인해 여러 건의 혈액 중독 사례가 발생한 후 약국 관련 질병이 발생했습니다. 한 그룹이 치료를 찾고 있습니다. \n이 그룹의 환자를 치료하면 보상을받을 수 있습니다. 여기로 보내야합니까?
"STRINGS.#0.Challenges/SubGoals/FireStaff_Goal_CS"	직원 {[COUNT]} 명 해고 [i2p_One] 직원 해고
"STRINGS.#0.Challenges/SubGoals/FireStaff_Goal_Tooltip_CS"	직원을 해고하려면 직원을 선택한 다음 ""발사 ""버튼을 선택합니다. 해고 된 직원은 다시 고용 할 수 없습니다.
"STRINGS.#0.Challenges/SubGoals/ImpressVIPs_Goal_CS"	{[COUNT]} VIP에게 감동 [i2p_One] VIP 감동
"STRINGS.#0.Challenges/SubGoals/ImpressVIPs_Goal_Tooltip_CS"	많은 엔터테인먼트와 고급스럽게 장식 된 객실을 갖춘 매력적이고 깨끗하며 잘 관리 된 병원을 통해 방문하는 VIP에게 깊은 인상을 남깁니다.
"STRINGS.#0.Challenges/SubGoals/MachinesCatchFire_Goal_CS"	{[COUNT]} 대의 기계가 불을 붙잡도록 허용 [i2p_One] 기계가 불을 붙잡도록 허용
"STRINGS.#0.Challenges/SubGoals/MachinesCatchFire_Goal_Tooltip_CS"	기계는 유지 보수 직원이 방치하면 불이 붙습니다.
"STRINGS.#0.Challenges/SubGoals/MachinesExplode_Goal_CS"	{[COUNT]} 대의 기계가 폭발을 포착하도록 허용 [i2p_One] 기계의 폭발을 허용
"STRINGS.#0.Challenges/SubGoals/MachinesExplode_Goal_Tooltip_CS"	기계는 유지 보수 직원이 방치하면 불이 붙습니다. 불이 꺼지지 않으면 결국 기계가 폭발합니다.
"STRINGS.#0.Challenges/SubGoals/PatientDeaths_TV_CS"	환자 {[DEATHS]} 명 처치 [i2p_One] 환자 처치
"STRINGS.#0.Challenges/SubGoals/RevealPaparazzi_Goal_CS"	파파라치 {[COUNT_ALIENS]} 개 노출 [i2p_One] 파파라치 {[COUNT_ALIENS]} 개 노출
"STRINGS.#0.Challenges/SubGoals/RevealPaparazzi_Progress_CS"	{[COUNT_ALIENS]} 개 중 {[COUNT_REVEALED]} 개를 찾았습니다.
"STRINGS.#0.Challenges/SubGoals/RevealPaparazzi_Tooltip"	파파라치를 찾으면 우리의 사생활을 침해하고 시간을 낭비 할 것입니다. 당신은 그들이 쓰레기통을 들여다 보거나 사진을 찍거나 비밀을 적어 놓는 것을 볼 수 있습니다. 그들과 플래시 카메라를 발견하면 집으로 보내십시오.
"STRINGS.#0.Challenges/SubGoals/Roderick_CurePatientsInRoom_Goal_CS"	Roderick Cushion이 {[ROOM]}에서 {[COUNT]} 명의 환자를 치료하도록하십시오 [i2p_One] Roderick Cushion이 {[ROOM]}에서 환자를 치료하도록하십시오
"STRINGS.#0.Challenges/SubGoals/Roderick_CurePatientsWithIllness_Goal_CS"	Roderick Cushion 치료 {[ILLNESS]} 환자 {[COUNT]} 명 치료 받기 [i2p_One] Roderick Cushion 치료 {[ILLNESS]} 환자 치료 받기
"STRINGS.#0.Challenges/SubGoals/Roderick_CurePatients_Goal_CS"	Roderick Cushion 치료 {[COUNT]} 명 환자 [i2p_One] Roderick Cushion 치료 환자
"STRINGS.#0.Challenges/SubGoals/Roderick_Cure_Tooltip_CS"	Roderick Cushion은 특정 공간에서 작업 할 수있는 자격이 필요할 수 있습니다. 그는 작업 할당 화면에서 변경 한 내용을 듣지 않지만 원하는 곳에 그를 데리러 배치 할 수 있습니다.
"STRINGS.#0.Challenges/SubGoals/Roderick_DiagnosePatients_Goal_CS"	Roderick Cushion이 {[COUNT]} 명의 환자를 진단하도록하십시오 [i2p_One] Roderick Cushion이 환자를 진단하도록하십시오
"STRINGS.#0.Challenges/SubGoals/StaffTrain_Roderick_Goal_CS"	기차 로데릭 쿠션
"STRINGS.#0.Challenges/SubGoals/VIBE_ToolTip_CS"	Zara로부터받는 월간 자금은 지난 3 개월 평가 기간 동안 Vibe System의 평가에 따라 현재 운영 비용의 {[LOWER]}에서 {[UPPER]} 사이로 달라질 수 있습니다.
"STRINGS.#0.Challenges/SubGoals/Wellness_PatientHealth_Name_CS"	환자 건강
"STRINGS.#0.Challenges/SubGoals/Wellness_PatientHealth_ToolTip_CS"	환자를 신속하게 치료하거나 집으로 보냅니다.
"STRINGS.#0.Challenges/SubGoals/Wellness_RoomPrestige_ToolTip_CS"	모든 방을 최고 수준으로 장식하십시오.
"STRINGS.#0.Challenges/Subgoals/VIBE_Funding"	VIBE 펀딩
"STRINGS.#0.Challenges/Subgoals/VIBE_Title"	VIBE 시스템
"STRINGS.#0.Challenges/VIBE_AdvisorMessage_CS"	자금 지원 업데이트 : Zara는 이제 <style = ""AdvisorHighlight ""의 평가에 따라 향후 3 개월 동안 총 운영 비용의 <style = ""AdvisorHighlight ""> {[PERCENT]} </ style>를 부담하게됩니다. > VIBE 시스템 </ style>.
"STRINGS.#0.DJ/SongArtists/CreditSequins"	신용 장식 조각
"STRINGS.#0.DJ/SongArtists/FourManTent"	4 인용 텐트
"STRINGS.#0.DJ/SongArtists/TheSoupSwoons"	수프 Swoons
"STRINGS.#0.DJ/SongNames/FebricantFestival"	Febricant 축제
"STRINGS.#0.DJ/SongNames/SitcomStrum"	시트콤 스트 럼
"STRINGS.#0.DJ/SongNames/TheGalereGala"	갈레 갈라
"STRINGS.#0.Frontend/FancyDress_Free_Description"	여기를 클릭하여 멋진 드레스 팩을보고 무료 ""죽어가는 트렌드 ""직원 맞춤 옵션을 신청하십시오.
"STRINGS.#0.Frontend/FancyDress_Free_Name"	멋진 드레스 공짜
"STRINGS.#0.HospitalPlot/DLC/Studio_A"	단계 A
"STRINGS.#0.HospitalPlot/DLC/Studio_B"	B 단계
"STRINGS.#0.HospitalPlot/DLC/Studio_C"	단계 C
"STRINGS.#0.HospitalPlot/DLC/Studio_D"	단계 D
"STRINGS.#0.HospitalPlot/DLC/Studio_E"	단계 E
"STRINGS.#0.HospitalPlot/DLC/Studio_F"	단계 F
"STRINGS.#0.HospitalPlot/DLC/Studio_G"	단계 G
"STRINGS.#0.HospitalPlot/DLC/Studio_H"	단계 H
"STRINGS.#0.HospitalPlot/DLC/Studio_I"	1 단계
"STRINGS.#0.HospitalPlot/DLC/Studio_J"	J 단계
"STRINGS.#0.HospitalPlot/DLC/Studio_K"	스테이지 K
"STRINGS.#0.HospitalPlot/DLC/Studio_L"	단계 L
"STRINGS.#0.Illness/DLC_5/ActionHero_Description"	고통받는 사람들은 자신의 중요성과 능력에 대해 부풀려지고 완전히 불합리한 인식을 가지고 있습니다. 그들은 병리학 적으로 불쾌한 상태에서 신경 학적으로 정상적인 상태로 되돌리려면 경미하고 정신적 인 비난을 받아야합니다. 2 대 1 영화 티켓으로 인해 상대적으로 작은 칭찬이 머리에 전달됩니다.
"STRINGS.#0.Illness/DLC_5/ActionHero_Name"	Protagony
"STRINGS.#0.Illness/DLC_5/ArtSick_Description"	경미한 권태부터 강렬하고 실존 적 절망에 이르기까지 심각도에 따라 다양합니다. 페인트 연기, 희석되지 않은 수채화 및 선 밖의 채색으로 인해 발생합니다.
"STRINGS.#0.Illness/DLC_5/ArtSick_Name"	예술 병
"STRINGS.#0.Illness/DLC_5/Blooper_Description"	신체의 내부 코드는 근본적이고 종종 우스꽝스러운 오류를 채택했습니다. 비전문적 인 염기 서열은 DNA 본체에서 제거하여 신체의 보너스 DNA로 옮겨야합니다. 고통받는 사람들은 통제 할 수 없게 웃거나 ""라인 ""을 요구할 수 있습니다.
"STRINGS.#0.Illness/DLC_5/Blooper_Name"	큰 실수
"STRINGS.#0.Illness/DLC_5/BlueBlood_Description"	환자의 필수 체액은 거의 잘난 척하고 푸른 그늘을 띠고 있습니다. 종종 몇 세대 동안 방치 된 돈에서 잡힌 환자는 피 감사를 받아야하며 번거로운 재산을 즉시 빼앗아 야합니다.
"STRINGS.#0.Illness/DLC_5/BlueBlood_Name"	귀족의 혈통
"STRINGS.#0.Illness/DLC_5/BrokenLeg_Description"	극장의 베테랑과 의료 전문가들은 공연자 ""행운 ""을 기원하는 위험을 이해합니다. 사실, Two Point County에서 매년 발생하는 부러진 다리의 1.5 % 이상은 훨씬 더 안전한 ""다리 부러짐 ""이라고 말하는 것을 잊은 선량한 사람의 직접적인 아이러니 한 결과입니다. 당신의 의도는 중요하지 않습니다. 다른 사람에게 행운을 기원하기 전에 생각하십시오.
"STRINGS.#0.Illness/DLC_5/BrokenLeg_Name"	부러진 다리
"STRINGS.#0.Illness/DLC_5/Canapains_Description"	고통받는 사람들은 장의 불편 함을 조금씩 경험합니다. 불쾌한 핑거 푸드와 잘 씻지 않은은 제품으로 인해 발생합니다. 전채 요리 (주문)는 내부를 뒤져서 이국적인 계란, 값 비싼 조미료 또는 훈제 등 모든 불편 함을 유발하는 것을 제거하는 것입니다.
"STRINGS.#0.Illness/DLC_5/Canapains_Name"	카나 파인
"STRINGS.#0.Illness/DLC_5/Concertoes_Description"	영화는 피아노가 사람의 머리에만 떨어지지 만 때로는 사람의 발에 닿기도한다고 믿게했습니다. 그것은 또한 정말 이상적이지 않습니다. 발가락이 심하게 골절되어 걸을 때 클래식 음악처럼 희미하게 들리는 소음이 발생합니다.
"STRINGS.#0.Illness/DLC_5/Concertoes_Name"	콘체르토
"STRINGS.#0.Illness/DLC_5/CorruptFootage_Description"	환자는 발 뼈에 편집이 필요한 구멍을 개발했습니다. 조심스럽게 복원 한 다음 보호용 아날로그 필름으로 포장해야합니다. 세트장에서 걸려 넘어지고, 릴을 발꿈치에 떨어 뜨리고, 누군가가 프랜차이즈 커피 잔을 촬영에 남겨두기 때문에 발생합니다.
"STRINGS.#0.Illness/DLC_5/CorruptFootage_Name"	손상된 영상
