"ID"	9
"STRINGS.#0.Illness/DLC_5/CrossFrayed_Description"	영화 산업의 전통적인 전환 기법 인 '크로스 페이딩'에 대한 알레르기 반응의 한 형태입니다. 인간의 눈으로는 눈에 띄지 않지만, 십자형 개인의 세포는 현미경으로 검사 할 때 ""퇴색 "하는 것처럼 보입니다. 이 기술의 편재성으로 인해 환자가 자신의 편협함을 유전 암호에서 제거하는 것이 가장 안전합니다.
"STRINGS.#0.Illness/DLC_5/CrossFrayed_Name"	십자형
"STRINGS.#0.Illness/DLC_5/DirectorsGut_Description"	과도한 의사 결정과 곰팡이가 많은 베이글로 인한 만성 복통.
"STRINGS.#0.Illness/DLC_5/DirectorsGut_Name"	감독의 거트
"STRINGS.#0.Illness/DLC_5/DramaticPaws_Description"	고통받는 사람의 손은 드라마에 대한 취향을 발전 시켰습니다! 손은 자신의 삶을 보여 주며 순전히 ""서사 ""를 위해 일을하며 종종 개인의 단점과 위험을 감수합니다. 소위 ""Dramatic Paws ""는 싸움을 시작하거나 음료수를 던지거나 넘어져서는 안되는 물건을 넘어 뜨리는 것으로 알려져 있습니다.
"STRINGS.#0.Illness/DLC_5/DramaticPaws_Name"	극적인 발
"STRINGS.#0.Illness/DLC_5/Dressage_Description"	말, 마구간 및 민소매 누비 재킷에서 감염된 바이러스 상태입니다. 내부 장기가 질서 있고 우아한 방식으로 몸 주위를 산책하기 시작하기 때문에 대부분의 경우 증상이 나타나지 않지만 일부 의사는 주변 시력이 떨어지고 때때로 윙윙 거리는 것으로 입증되었습니다.
"STRINGS.#0.Illness/DLC_5/Dressage_Name"	마장 마술
"STRINGS.#0.Illness/DLC_5/Extrasensory_Description"	""피곤한 노인 "", ""발레리나 # 4 ""와 같이 대사와 캐릭터 이름을 말하지 않고 배우가 계약하는 조건. 카페를 배경으로 말하는 척하는 삶? 장면은 환자의 사회적 행동에 지쳐 있습니다. 그들은 이제 몸짓과 중얼 거리며 간격을두고 웃습니다.“Hurgh nu fa, ba-da-la-da-DA! ㅋ. 오." 그것은 보여줄 것입니다 : 배경 생활은 배경 예술을 모방합니다 ...
"STRINGS.#0.Illness/DLC_5/Extrasensory_Name"	초감각
"STRINGS.#0.Illness/DLC_5/FlashBack_Description"	강렬한 d? j?로 인한 갑작스런 요통의 파열 vu 관련 환각. 환자는 자신을 (요통에서) 구하기 위해 미래에서 돌아 왔다고 믿을 수 있습니다. 그들은 자신을 다치게하거나 어떻게 든 미래를 변화시키기 전에 다른 방법으로 확신 할 필요가 있습니다.
"STRINGS.#0.Illness/DLC_5/FlashBack_Name"	플래시백
"STRINGS.#0.Illness/DLC_5/FourthwallProblem_Description"	유명한 정신과 의사 Ebenezer Fourthwall이 처음으로 인정한 상태입니다. 환자는 판타지에서 현실을, 오른쪽에서 왼쪽의 무대를 말할 수 없습니다. 숨겨진 카메라, ""장난 ""으로 인해 현실이 완전히 산산조각났습니다. 극단적 인 사례는 환자가 일종의 사치스러운 시뮬레이션에 있다고 믿게 만드는 것으로 알려져 있습니다.
"STRINGS.#0.Illness/DLC_5/FourthwallProblem_Name"	Fourthwall 문제
"STRINGS.#0.Illness/DLC_5/Foxtrodden_Description"	안팎의 극히 작은 멍이 몸에 빛을 발했지만 안타깝게도 파열에 가까워졌습니다. 환자는 신체의 구조적 완전성을 복구하고 ""팝 "이 발생하지 않도록 수술을 받아야합니다. 댄스 플로어에서의 긴 밤, 불법 스파 트리트먼트 및 폭스 스탬피드로 인해 발생했습니다.
"STRINGS.#0.Illness/DLC_5/Foxtrodden_Name"	폭스 트롯 덴
"STRINGS.#0.Illness/DLC_5/GuestCist_Description"	주최자, 프로듀서 및 케이 터러 모두에게 흔한 질병입니다. 이벤트를 계획하는 것은 스트레스가 많은 직업입니다. 파티를 던지는 초기에는 울퉁불퉁 한 불룩한 부분에 초대받지 않은 영혼이 담겨 있었다고합니다. 전통적으로 파티가 끝날 때 주최자는 터질 때까지 막대기로 두들겨서 부재자의 영혼을 해방했습니다. 이것은 나중에 위험하고 꽤 심한 것으로 간주되었습니다.
"STRINGS.#0.Illness/DLC_5/GuestCist_Name"	게스트 Cist
"STRINGS.#0.Illness/DLC_5/HeadBanger_Description"	환자의 머리를 굳게하는 극심한 형태의 두통으로 미묘하고 종종 눈에 띄지 않는 금속성 품질을 제공합니다. 그들은 잠시 동안 머리를 가만히 유지하고 느긋한 분위기를 주입해야합니다. 파워 코드, 락 및 / 또는 롤에 의해 발생하며 충분한 물을 마시지 않습니다.
"STRINGS.#0.Illness/DLC_5/HeadBanger_Name"	두드리는 두통
"STRINGS.#0.Illness/DLC_5/Hotdog_Description"	괴로워하는 사람이 핫도그처럼 옷을 입게 만드는 망상적인 상태로, 자신의 경력에 ​​가장 좋다고 생각하기 때문에 (장기적으로). 그들은 겨자 위약 코스를 제공 받아야하며 극소수의 유명 배우들이 소시지처럼 옷을 입어야한다는 것을 확신해야합니다. 오디션이 부족하고 핫도그 스탠드의 남자가 말한 것을 신뢰했기 때문입니다.
"STRINGS.#0.Illness/DLC_5/Hotdog_Name"	Misdewiener
"STRINGS.#0.Illness/DLC_5/Limelit_Description"	환자의 내부가 황록색 빛으로 비춰지는 것처럼 보입니다. 외과 의사는 그 안에 들어가서 문제를 해결해야합니다. 갑작스런 언론의 관심과 무대 조명 삼키기 때문입니다.
"STRINGS.#0.Illness/DLC_5/Limelit_Name"	라임 릿
"STRINGS.#0.Illness/DLC_5/Listless_Description"	자신의 중요성에 대한 불건전 한 우려로 인해 발생하는 일종의 배제 외상입니다. 본질적으로, 그들은 ""매우 ""중요한 것은 말할 것도없고 중요하지 않은 것으로 간주되어 매우 슬프다. 환자는 목록이 종이 조각 일 뿐이며, 그 중요성은 주관적이며 자존감을 되찾기위한 다른 가증스러운 거짓말임을 확신해야합니다.
"STRINGS.#0.Illness/DLC_5/Listless_Name"	노곤한
"STRINGS.#0.Illness/DLC_5/Metrognomic_Description"	고통받는 사람들은 작은 마 법적 존재 또는 ""귀 그놈 ""이 연주한다고 믿는 반복적이고 규칙적인 비트를 듣습니다. 노움과는 무관 한 청력 치료 과정을 거친 후 환자는 마법을 믿거 나 노움 친구를위한 일종의 탐구를 시도하고 완료 할 수도 있습니다. 의료 종사자들은 슬프게도 그들을 탐닉하는 것이 최선이라는 것을 알게되었습니다.
"STRINGS.#0.Illness/DLC_5/Metrognomic_Name"	계측
"STRINGS.#0.Illness/DLC_5/MintyCondition_Description"	이름에도 불구하고 은은한 페퍼민트 향을 낼 수있는 환자는 완벽 함과는 거리가 먼 상태입니다. 원인이되는 이상한 박테리아는 값 비싼 허브 티와 정말 오래된 만화책을 통해 가장 일반적으로 감염됩니다.
"STRINGS.#0.Illness/DLC_5/MintyCondition_Name"	민트 상태
"STRINGS.#0.Illness/DLC_5/MoCap_Description"	특수 효과에 대한 과다 노출로 인해 환자의 몸은 절차 적으로 생성 된 세계와 우리 세계 사이의 상태에 빠집니다. 그것들은 치료되어야하고 모든 탁구 공이 사라지기 전에 영원히 제거되어야합니다.
"STRINGS.#0.Illness/DLC_5/MoCap_Name"	멀미
"STRINGS.#0.Illness/DLC_5/Monopoly_Description"	고통받는 사람들은 자신이 인식 한 부에 대해 위험하게 염려합니다. 그들은 절대적으로 짐을 실은 것처럼 보이기 위해 경주 용 자동차, 모자, 골무에 할 수있는 모든 페니를 쓸 것입니다. 파산을 피하려면 거짓말은 나쁜 사람을위한 것이고 진정한 부는 내면에서 나온다는 것을 납득시킬 수있는 무언가를 주입해야합니다. 환자는 병원에 가야합니다. 병원으로 직접 가십시오. 하지마 ... 글쎄요.
"STRINGS.#0.Illness/DLC_5/Monopoly_Name"	전매품
"STRINGS.#0.Illness/DLC_5/MudPerson_Name"	Mudperson
"STRINGS.#0.Illness/DLC_5/Mud_Description"	환자는 실수로 먼지를 섭취 한 후 '진흙 중독'을 겪습니다. 물론, 그들은 잠시 동안 재미있게 춤을 추고 지구와 하나가 된 느낌을 가질 수 있지만 잠시 후 완전히 더러워 질 것입니다. 그들은 내부와 외부의 깊은 청소가 필요합니다.
"STRINGS.#0.Illness/DLC_5/Mud_Name"	더러워진 자아
"STRINGS.#0.Illness/DLC_5/PaperBag_Description"	고통받는 사람들은 스파이나 국제 언론이 자신을 감시하고 있다고 믿습니다. 의심과 싸우고 신원을 보호하기 위해 그들은 파생적이고 비효율적 인 위장 형태를 채택했습니다. 그들은 빛을 발하기 전에 치료가 필요하며 아무도 자신을 신경 쓰지 않는다는 확신을 가져야합니다. 게다가 농담이 아닙니다 ...
"STRINGS.#0.Illness/DLC_5/PaperBag_Name"	Inbagneato
"STRINGS.#0.Illness/DLC_5/Scream_Description"	고통받는 사람들은 극심한 충격의 외부 징후를 보입니다. 항상. 일반적으로 귀신이 묻은 페인트로 계약을 맺었지만, ""단지 인쇄물 ""이라는 작품의 가격을 확인한 후 아트 갤러리에서도 자연스럽게 나타날 수 있습니다.
"STRINGS.#0.Illness/DLC_5/Scream_Name"	문화 충격
"STRINGS.#0.Illness/DLC_5/ShiftingPerspective_Description"	깊이 지각을 목표로하는 조건. 환자는 평평한 표면을 처리하거나 물체가 실제로 작은 지 또는 실제로 멀리 있는지 식별하는 데 어려움을 겪을 것입니다. 섬의 시각적 트릭과 일요일에 대한 나쁜 반응으로 인해 발생합니다.
"STRINGS.#0.Illness/DLC_5/ShiftingPerspective_Name"	관점의 변화
"STRINGS.#0.Illness/DLC_5/Sinewment_Description"	해피 엔딩, 스토리 마무리 및 크레딧 시퀀스에 대한 과도한 탐닉으로 인한 신체 섬유의 통증과 긴장.
"STRINGS.#0.Illness/DLC_5/Sinewment_Name"	힘줄
"STRINGS.#0.Illness/DLC_5/SnotTwist_Description"	환자의기도에 영향을 미치는 점액의 복잡한 비틀림입니다. 내러티브의 갑작스런 변화와 그 모든 것이 꿈이라는 사실을 알게되면서 발생합니다.
"STRINGS.#0.Illness/DLC_5/SnotTwist_Name"	코딱지 트위스트
"STRINGS.#0.Illness/DLC_5/SquareEyes_Description"	환자의 눈이 정사각형이되었고 농담이 아닙니다. 그들은 약간의 픽셀 방지 약물이 필요하고 화면에서 조금 더 멀리 앉도록 지시받습니다.
"STRINGS.#0.Illness/DLC_5/SquareEyes_Name"	스퀘어 아이즈
"STRINGS.#0.Illness/DLC_5/StageHand_Description"	영화, 연극 및 TV 산업의 승무원이 계약 한 다양한 육체적 질병을 지칭하는 총칭. 일반적인 원인은 다음과 같습니다 : 드라이 아이스, 식인종 배우, 무책임하게 날카로운 ""가짜 ""무기의 잘못된 끝을 집어 들기.
"STRINGS.#0.Illness/DLC_5/StageHand_Name"	무대 손
"STRINGS.#0.Illness/DLC_5/Stuntman_Description"	고통받는 사람들은 지루한 것, 흥미 진진한 것, 위험한 것 등을 말할 수있는 능력을 잃어 버리고 가장 평범한 작업에서도 큰 즐거움을 얻을 것입니다. 훌륭하지만 치명적인 작업을 수행하기 전에 다시 보정해야합니다. 모든 것이 흥미로울 수있는 것은 아니며 건강하지도 않고 현실 적이지도 않습니다. 난간을 미끄러 져 내려 가고, 정확한 변화가 있고 영화 세트에서 굴러 다니기 때문입니다.
"STRINGS.#0.Illness/DLC_5/Stuntman_Name"	스턴트 문제
"STRINGS.#0.Illness/DLC_5/ToySoldier_Description"	신체는 적대적인 부분 중합체 기생충에 의해 침범되었습니다. 고통받는 사람들은 단색의 녹색 외관과 극도로 제한된 유연성을 보여줍니다. 그들은 얼어 붙을 때까지 병사를 할 것입니다-포즈에서-그러나 규칙적인 강성을 되찾고 싶다면 녹아서 긴장하고 재설정해야합니다.
"STRINGS.#0.Illness/DLC_5/ToySoldier_Name"	개인적인 부분
"STRINGS.#0.Illness/DLC_5/WardrobeMalfunction_Description"	옷장이나 비슷하게 무거운 의상 및 / 또는 소품이 들어있는 용기에 들어가거나 눌려서 발생하는 다양한 뼈 관련 질환입니다. 종종 부적절한 순간에 집중력이 감소한 결과입니다. 일반적인 촉매제는 백일몽, 샌드위치 산만 함 및 비즈니스가 표시되는지 확인하는 것입니다.
"STRINGS.#0.Illness/DLC_5/WardrobeMalfunction_Name"	옷장 오작동
"STRINGS.#0.Illness/DLC_5/WritersBlock_Description"	머리카락에 붓이있는 것은 지극히 정상적인 일이지만 머리에 연필이있는 것은 아닙니다. 반갑지 않은 고정 된 부분은 ... 단어가 무엇인지 ... 문장을 담당하는 뇌 부분을 막고 있습니다. 어쨌든, 그들이 좋은 글을 쓰고 싶다면 제거해야 할 것입니다.
"STRINGS.#0.Illness/DLC_5/WritersBlock_Name"	작가 블록
"STRINGS.#0.Items/DLC_5/ArtTank_Description"	예술은 당신을 소비 할 수 있습니다.
"STRINGS.#0.Items/DLC_5/ArtTank_Name"	상어 예술
"STRINGS.#0.Items/DLC_5/BenchTwoSeater_Posh_Description"	예쁘게 앉아.
"STRINGS.#0.Items/DLC_5/BenchTwoSeater_Posh_Name"	프랑스 벤치
"STRINGS.#0.Items/DLC_5/Bin_Shark_Description"	도와주고 싶어요.
"STRINGS.#0.Items/DLC_5/Bin_Shark_Name"	상어 빈
"STRINGS.#0.Items/DLC_5/BoomBox_Description"	얼굴로베이스를 느껴보세요.
"STRINGS.#0.Items/DLC_5/BoomBox_Name"	붐 박스
"STRINGS.#0.Items/DLC_5/Chair_Throne_Description"	지나침.
"STRINGS.#0.Items/DLC_5/Chair_Throne_Name"	왕좌
"STRINGS.#0.Items/DLC_5/Clapperboard_Description"	""절단.""
"STRINGS.#0.Items/DLC_5/Clapperboard_Name"	Clapperboard
"STRINGS.#0.Items/DLC_5/CocktailGlass_Description"	꽤 한입.
"STRINGS.#0.Items/DLC_5/CocktailGlass_Name"	거대한 유리
"STRINGS.#0.Items/DLC_5/Diamond_Description"	최대 값을 위해 압축되었습니다.
"STRINGS.#0.Items/DLC_5/Diamond_Name"	보석
"STRINGS.#0.Items/DLC_5/FilmAward_Description"	높은 평가를 받고 최근에 잘못 배치되었습니다.
"STRINGS.#0.Items/DLC_5/FilmAward_Name"	황금 조각상
"STRINGS.#0.Items/DLC_5/Function_VendingMachine_Caviar"	배고픔을 줄입니다.\n갈증을 증가시킵니다.\n행복을 크게 증가시킵니다.
"STRINGS.#0.Items/DLC_5/GrandfatherClock_Description"	그 자녀에게는 자녀가 있습니다.
"STRINGS.#0.Items/DLC_5/GrandfatherClock_Name"	할아버지 시계
"STRINGS.#0.Items/DLC_5/IceSculpture_Description"	정말 멋진.
"STRINGS.#0.Items/DLC_5/IceSculpture_Name"	냉동 예술
"STRINGS.#0.Items/DLC_5/Machine_Mud_Description"	헹구고 반복하지 마십시오.
"STRINGS.#0.Items/DLC_5/Machine_Mud_Name"	문지름 -0- 더블 통
"STRINGS.#0.Items/DLC_5/Machine_Mud_Upgrade_0_Description"	거품 밀도 및 스폰지 작용이 향상되었습니다.
"STRINGS.#0.Items/DLC_5/Machine_Mud_Upgrade_0_Name"	Rub-0- 더브 욕조 II
"STRINGS.#0.Items/DLC_5/Machine_Mud_Upgrade_1_Description"	고급 거품 밀도 및 스폰지 작용.
"STRINGS.#0.Items/DLC_5/Machine_Mud_Upgrade_1_Name"	Rub-0- 더블 욕조 III
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Description"	""Wee! ""-유도
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Name"	단기 특강
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Upgrade_0_Description"	고된 소음과 소음이 개선되었습니다.
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Upgrade_0_Name"	단기 집중 코스 II
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Upgrade_1_Description"	고급 고된 및 부랑자 소음.
"STRINGS.#0.Items/DLC_5/Machine_Stuntman_Upgrade_1_Name"	단기 집중 코스 III
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Description"	플라스틱 환자를 재활용하십시오.
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Name"	Meltn '곰팡이
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Upgrade_0_Description"	군사적 재미와 열 배율이 향상되었습니다.
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Upgrade_0_Name"	멜튼 몰드 II
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Upgrade_1_Description"	고급 군사적 재미와 열 배율.
"STRINGS.#0.Items/DLC_5/Machine_ToySoldier_Upgrade_1_Name"	멜튼 몰드 III
"STRINGS.#0.Items/DLC_5/Mud_CautionSign_Description"	이 글을 읽고 있다면 너무 늦을 수 있습니다.
"STRINGS.#0.Items/DLC_5/Mud_CautionSign_Name"	미끄러운 표시
"STRINGS.#0.Items/DLC_5/Mud_Mop&Bucket_Description"	클래식 코미디 듀오.
"STRINGS.#0.Items/DLC_5/Mud_Mop&Bucket_Name"	걸레 및 양동이
"STRINGS.#0.Items/DLC_5/Mud_SoapBottle_Description"	더 많은 거품을 보려면 뒷면을 참조하십시오.
"STRINGS.#0.Items/DLC_5/Mud_SoapBottle_Name"	비누 병
"STRINGS.#0.Items/DLC_5/Mud_SoapBottle_V2_Description"	다른 비누 병이 아닙니다.
"STRINGS.#0.Items/DLC_5/Mud_SoapBottle_V2_Name"	Lather Flagon
"STRINGS.#0.Items/DLC_5/NeonSign_One_Description"	모든 방을 밝힙니다.
"STRINGS.#0.Items/DLC_5/NeonSign_One_Name"	네온 원
"STRINGS.#0.Items/DLC_5/NeonSign_Two_Description"	긍정적으로 빛납니다.
"STRINGS.#0.Items/DLC_5/NeonSign_Two_Name"	네온 투
"STRINGS.#0.Items/DLC_5/Origami_Description"	""거위.""
"STRINGS.#0.Items/DLC_5/Origami_Name"	종이 접기
"STRINGS.#0.Items/DLC_5/Picture_Poster_Mud_Description"	열악한 위생은 건강에 영향을 미칠 수 있습니다.
"STRINGS.#0.Items/DLC_5/Picture_Poster_Mud_Name"	더러워진 셀프 포스터
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_Description"	Roderick Cushion 영화에서 ""Brisk and Livid "".
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_Name"	액션 포스터
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_V2_Description"	Roderick Cushion 영화에서 ""함께 일하는 사람들 "".
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_V2_Name"	Rom-Com 포스터
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_V3_Description"	Roderick Cushion 영화에서 ""Rotting Hill "".
"STRINGS.#0.Items/DLC_5/Picture_Poster_Roderick_V3_Name"	좀비 포스터
"STRINGS.#0.Items/DLC_5/Picture_Poster_Stuntman_Description"	협곡에서 멀리 떨어져 있습니다.
"STRINGS.#0.Items/DLC_5/Picture_Poster_Stuntman_Name"	스턴트 문제 포스터
"STRINGS.#0.Items/DLC_5/Picture_Poster_ToySoldier_Description"	치료를 받으십시오. 명령입니다.
"STRINGS.#0.Items/DLC_5/Picture_Poster_ToySoldier_Name"	개인 부품 포스터
"STRINGS.#0.Items/DLC_5/PoolToy_Description"	오, 부력.
"STRINGS.#0.Items/DLC_5/PoolToy_Name"	수영장 장난감
"STRINGS.#0.Items/DLC_5/Speakers_Description"	""낮출 수있어? ""\n ""뭐? ""
"STRINGS.#0.Items/DLC_5/Speakers_Name"	스피커 스택
"STRINGS.#0.Items/DLC_5/Stuntman_Barrel_Description"	표준화 된 즐거움의 단위.
"STRINGS.#0.Items/DLC_5/Stuntman_Barrel_Name"	재미의 배럴
"STRINGS.#0.Items/DLC_5/Stuntman_Cutout_Description"	지금은지지합니다.
"STRINGS.#0.Items/DLC_5/Stuntman_Cutout_Name"	가짜 팬
"STRINGS.#0.Items/DLC_5/Stuntman_Cutout_V2_Description"	군중과 함께 간다.
"STRINGS.#0.Items/DLC_5/Stuntman_Cutout_V2_Name"	거짓 팬
"STRINGS.#0.Items/DLC_5/Stuntman_Flags_Description"	팀 이동.
"STRINGS.#0.Items/DLC_5/Stuntman_Flags_Name"	멧새 무리
"STRINGS.#0.Items/DLC_5/ToySoldier_Blocks_Description"	""나머지 잊어 버렸습니다 ... ""
"STRINGS.#0.Items/DLC_5/ToySoldier_Blocks_Name"	ABC 블록
"STRINGS.#0.Items/DLC_5/ToySoldier_BookCase_Description"	착한 병사들을위한 이야기.
"STRINGS.#0.Items/DLC_5/ToySoldier_BookCase_Name"	책 케이스 Jr.
"STRINGS.#0.Items/DLC_5/ToySoldier_Chest_Description"	마더로드.
"STRINGS.#0.Items/DLC_5/ToySoldier_Chest_Name"	장난감 상자
"STRINGS.#0.Items/DLC_5/VendingMachine_Caviar_Description"	돈을 벌 수있는 최고의 생선 알이 들어 있습니다.
"STRINGS.#0.Items/DLC_5/VendingMachine_Caviar_Name"	멋진 식품 기계
"STRINGS.#0.Levels/DLC_5/DLC_Description"	아티스트 Zara Fitzpocket이 Two Point County의 병든 문화에 대한 치료법을 설계 할 수 있도록 아트 디스트릭트로 이동하세요.
"STRINGS.#0.Levels/DLC_5/DLC_Name"	문화 충격
"STRINGS.#0.Levels/DLC_5/Map_IntroText_R10_FestivalHospital"	<style = ""AdvisorHighlight ""> Mudbury Festival </ style>이 출시되었습니다!
"STRINGS.#0.Levels/DLC_5/Map_IntroText_R10_GalaHospital"	<style = ""AdvisorHighlight ""> Fitzpocket Academy </ style>를 사용할 수 있습니다!
"STRINGS.#0.Levels/DLC_5/Map_IntroText_R10_TelevisionHospital"	<style = ""AdvisorHighlight ""> Plywood Studios </ style>가 출시되었습니다!
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Description"	카운티의 흔들리는 음악 축제에 환대와 건강 관리를 제공하십시오.
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Letter_Star_1"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 1 개 등급을 받았습니다.\n\n 아, 이제 음악 산업에서 일하십니까? 물론, 오래된 가슴 튜브에서 약간의 성공을 거두면 자신이 오류가 없다고 믿습니다. 전형적인. 다음에 무엇을 기대할 수 있습니까? 다양한 주방 용품? 실험적인 재즈 앨범? 알려주지 마세요.\n\n 더 많은 보상을 받으려면 계속해서 "지글 지글"하거나 현실로 돌아가 직장으로 돌아 가세요.
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Letter_Star_2"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 2 개 등급을 받았습니다.\n\n 음악, 패스트 푸드 및 '좋은 시간'을 위해 진흙탕을 돌아 다니는 사람은 누구나 , 치료가 필요합니다. 저에게 물어 보면 라이브 음악은 녹음 할 수있는 장치를 발명 한 날 그 매력을 잃어 버렸습니다. 하루 후가 아닙니다.\n\n 계속해서 "지글 지글"하여 더 많은 보상을 받거나 현실로 돌아가서 작업.
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Letter_Star_3"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 3 개 등급을 받았습니다.\n\n 보통 우리 카운티의 관리자 중 한 명이 '달리기'하고 음악 업계에서 경력을 시작하는 것을 용납하지 않습니다. 하지만 저희 부서는 민감한 환자 기록과 급격한 터보건과 관련된 스캔들을 처리해 왔기 때문에… 타이밍을 칭찬합니다. 잘 했어, 스포츠.
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Name"	머드 버리 페스티벌
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Welcome_Text"	머드 버리에 오신 것을 환영합니다. 오래된 축제는 한동안 성공하지 못했습니다. 그러나 올해도 올해가 될 수 있습니다. 당신은 축제에서 환대를하게 될 것입니다. 즉, 음식과 음료, 편안함과 오락, 그리고 의료 지원을 의미합니다. Jasmine Odyssey가 등장 할 수 있다는 소문이 있지만 Cheesy Gubbins에 비가 올 것이라는 소문도 있습니다. 기대를 높이 지 마세요.\n\n 질병은 축제에서 만연하며 모든 진흙과 일반 스 컬러가 있습니다. , 그래서 우리는 페스티벌의 여러 단계에서 연기가 끝나는 병약 한 음악 애호가들을 대할 준비가 필요합니다. 우리가 더 잘할수록 축제는 더 커질 것입니다. 일이 잘되면 우리는 아름다운 시골을 병원으로 더 많이 바꿀 수 있습니다. 뮤지컬, 의료 분야에서이 행사를 획기적인 행사로 만들 수있는 기회가 있습니다.
"STRINGS.#0.Levels/DLC_5/R10_FestivalHospital_Welcome_Title"	머드 버리 페스티벌
"STRINGS.#0.Levels/DLC_5/R10_GalaHospital_Description"	저명한 저택에서 부자와 유명인을위한 파티를 주최하여 예술의 건강을 축하하세요.
"STRINGS.#0.Levels/DLC_5/R10_GalaHospital_Letter_Star_1"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 1 개 등급을 받았습니다.\n\n이 모든 노력이 카운티의 사회 엘리트들과 함께 자신을 축하하려는 시도였습니다. 이 파티에 초대하는 더 쉬운 방법이 있습니다. Fitzpockets의 오랜 가족 친구로서 당신을 도울 수있었습니다. 내가 그랬다면 ...\n\n 계속해서 전채 요리를 비웃고 더 많은 보상을 받거나 현실로 돌아가서 다시 일하십시오.
"STRINGS.#0.Levels/DLC_5/R10_GalaHospital_Letter_Star_2"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 2 개 등급을 받았습니다.\n\n 현재 귀하의 전시회가 Fitzpocket Academy의 성스러운 부지를 다양한 의료 활동으로 가득 채웠습니다. 때로는 의료 분야와 마찬가지로 예술 분야에서 어려운 질문을하는 것이 중요합니다. 그래서 저는 묻습니다. ""이게 쓰레기 야? "\n\n계속해서 전채 요리를 비웃고 더 많은 보상을 받거나 현실로 돌아가서 다시 일하세요.
"STRINGS.#0.Levels/DLC_5/R10_GalaHospital_Letter_Star_3"	축하합니다. 귀하의 병원은 Two Point Health Ministry로부터 별 3 개 등급을 받았습니다.\n\n 병원에서 아름다운 것을 만들 수 있다고 생각하지 않았습니다. 종종 우리 병원은 냄새가 나고 회로가 제대로 연결되지 않은 인간의 육체에 대한 평범한 성당입니다. 그리고 나는 옳았다. 그것은 불가능했다. 그러나 당신은 가까이 왔고 그것은 거의 인상적입니다. 거의.
"STRINGS.#0.Levels/DLC_5/R10_GalaHospital_Name"	피츠 포켓 아카데미
